Key	S_bandwidth	S_DOS	S_total
mp-cpsxn	0.9108732043147952	0.5792808326687251	0.9735242629712828
mp-bgkik	0.992554663077386	0.7818059899506311	0.9976809428221298
mp-bkjuh	0.9026539428555612	0.8237121250047851	0.996681142302943
mp-bqao	0.9246702001316572	0.7919764670224071	0.9962727995429252
mp-clfeo	0.898897219769285	0.8175918244590811	0.9963677350102128
mp-cpjga	0.51465866503611	0.969852711198598	0.9658863071581826
mp-biht	0.8072803024880351	0.949485386916348	0.997413975144134
mp-bmmiv	0.890869099931709	0.8111160816453671	0.995872776746145
mp-cktoa	0.882573097937388	0.795891706354354	0.9949350812681904
mp-bqdd	0.753618783365095	0.924596105767006	0.9946539408347502
mp-cruhw	0.74453900616898	0.895826629103818	0.9928183155743248
mp-z	0.8395925714168371	0.9545251833695	0.9982629330090518
mp-cesya	0.782771451794511	0.66079116161201	0.9706764584421582
mp-ckycd	0.8740148994516911	0.633401567277024	0.979062138578928
mp-clgyl	0.8808822488305	0.7173562715992511	0.9899294823645196
mp-btyg	0.8513249848994241	0.8032541521195391	0.993899880334594
mp-vrn	0.9617391404288412	0.70788032167183	0.9937564209910278
mp-cjjft	0.7862160627972951	0.95064391635998	0.9968241217010068
mp-mrg	0.658983316916207	0.958784581120306	0.989979571592506
mp-bbzk	0.6908578691641091	0.7326996232743741	0.9675419467342238
mp-cgexh	0.8509522331226751	0.7332579012638091	0.9891244001377614
mp-bilao	0.7385793801298041	0.901754142259059	0.9927535175058853
mp-clgxh	0.7486384190149731	0.8335975099577351	0.9891272213338792
mp-cpbli	0.7862160627972951	0.7224274726137061	0.9815881679696404
mp-cramz	0.663938758987856	0.794484855111934	0.9732967662659218
mp-rzd	0.6525152594043381	0.7569074444803371	0.963750857738074
mp-rzr	0.9020322219805672	0.5182994841396871	0.9545095309835372
mp-rzs	0.841126804554698	0.7476546564324751	0.989615363391924
mp-rzt	0.622822885596212	0.7878891237672341	0.9627459090560598
mp-bjmi	0.8223287443137951	0.8971668867194661	0.996473393048711
mp-bicp	0.906651955377794	0.68479017203471	0.9888362835939478
mp-bgijg	0.7797411290510861	0.9543232789993832	0.996712873059168
mp-bqnz	0.8056254069098451	0.924409778871562	0.9967265877965182
mp-bpuf	0.8835825759076491	0.5663440638868701	0.966053561963862
mp-cjjww	0.669368960122641	0.968165276780424	0.991426512658264
mp-cehwh	0.9051231368282172	0.8695261063776251	0.9979402692209351
mp-bizc	0.9993147673772872	0.8259065375388631	0.9987133799901012
mp-bfomr	0.912063094311008	0.864323544470448	0.9979709336770098
mp-bchp	0.7449955758221171	0.7514402269693251	0.98013443320575
mp-cpcki	0.6884355052060811	0.7446986347721181	0.9694013283029148
mp-clgda	0.921320206080216	0.7756700176419921	0.9955309945011124
mp-mgw	0.776695774621671	0.8092914169006931	0.989577719847754
mp-cpkwe	0.9677220154149332	0.817372575292565	0.9980393134554092
mp-bmmts	0.896995199323917	0.7465629487468861	0.9930041079883364
mp-kur	0.872621645273524	0.8464263269158671	0.996502127217596
mp-bibj	0.6329463170417581	0.9238316388461392	0.984355042618516
mp-bkrih	0.791770605678059	0.729172366409726	0.98312105021198
mp-jgn	0.7758229353142151	0.8071616191760991	0.989340872599636
mp-dcthq	0.984550945644864	0.6354411971023991	0.9893968218708548
mp-cbqs	0.643513079612902	0.8269713625834111	0.9744503681350868
